ensembl_gene_id,entrezgene,hgnc_symbol,gene_biotype,wikigene_description
ENSG00000259933,105371049,,sense_overlapping,uncharacterized LOC105371049
ENSG00000120616,80314,EPC1,protein_coding,enhancer of polycomb homolog 1
ENSG00000203327,NA,,antisense,
ENSG00000157404,3815,KIT,protein_coding,KIT proto-oncogene receptor tyrosine kinase
ENSG00000264078,NA,,antisense,
ENSG00000234435,100270679,LINC01432,lincRNA,long intergenic non-protein coding RNA 1432
ENSG00000227789,NA,MTCYBP7,processed_pseudogene,
ENSG00000242731,NA,FAM86LP,unprocessed_pseudogene,
ENSG00000239511,101929738,POM121L7,processed_pseudogene,putative POM121-like protein 1
ENSG00000239511,102724151,POM121L7,processed_pseudogene,putative POM121-like protein 1
ENSG00000235250,102060414,C4B-AS1,processed_transcript,C2 antisense RNA 1
ENSG00000253621,NA,RPSAP74,processed_pseudogene,
ENSG00000224688,NA,E2F6P2,processed_pseudogene,
ENSG00000258690,NA,,antisense,
ENSG00000249494,105379143,,antisense,uncharacterized LOC105379143
ENSG00000078814,57644,MYH7B,protein_coding,myosin, heavy chain 7B, cardiac muscle, beta
ENSG00000259149,NA,,lincRNA,
ENSG00000232168,NA,P2RY10P2,processed_pseudogene,
ENSG00000278723,115653,KIR3DL3,protein_coding,killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000242412,100169989,DBIL5P2,transcribed_processed_pseudogene,diazepam binding inhibitor-like 5 pseudogene 2
ENSG00000224790,NA,,lincRNA,
ENSG00000229428,NA,HLA-U,unprocessed_pseudogene,
ENSG00000249859,100302185,PVT1,lincRNA,microRNA 1204
ENSG00000256557,NA,,processed_pseudogene,
ENSG00000267480,NA,,antisense,
ENSG00000260737,101928276,LINC01227,lincRNA,long intergenic non-protein coding RNA 1227
ENSG00000136352,7080,NKX2-1,protein_coding,NK2 homeobox 1
ENSG00000171928,51030,TVP23B,protein_coding,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
ENSG00000255435,NA,,antisense,
ENSG00000282063,NA,RPL23AP95,processed_pseudogene,
ENSG00000275911,54820,NDE1,protein_coding,nudE neurodevelopment protein 1
ENSG00000275911,54820,NDE1,protein_coding,microRNA 484
ENSG00000275911,619553,NDE1,protein_coding,nudE neurodevelopment protein 1
ENSG00000275911,619553,NDE1,protein_coding,microRNA 484
ENSG00000273529,388585,HES5,protein_coding,hes family bHLH transcription factor 5
ENSG00000236090,NA,LDHAP3,processed_pseudogene,
ENSG00000274460,NA,,processed_transcript,
ENSG00000240027,NA,,processed_pseudogene,
ENSG00000236663,106481742,FRGCA,antisense,FOXM1-regulated, gastric cancer associated
ENSG00000236663,106481742,FRGCA,antisense,FOXM1-regulated, gastric cancer associated-like
ENSG00000236663,106780825,FRGCA,antisense,FOXM1-regulated, gastric cancer associated
ENSG00000236663,106780825,FRGCA,antisense,FOXM1-regulated, gastric cancer associated-like
ENSG00000282662,NA,,lincRNA,
ENSG00000138443,10152,ABI2,protein_coding,abl-interactor 2
ENSG00000163634,80145,THOC7,protein_coding,THO complex 7
ENSG00000248713,285556,,protein_coding,uncharacterized LOC285556
ENSG00000258622,NA,,processed_pseudogene,
ENSG00000267080,339201,ASB16-AS1,antisense,ASB16 antisense RNA 1
ENSG00000254462,NA,TMX2-CTNND1,protein_coding,
ENSG00000277705,NA,,processed_pseudogene,
ENSG00000255642,NA,PABPC1P4,processed_pseudogene,
ENSG00000279121,NA,,TEC,
ENSG00000270929,NA,SRD5A3P1,processed_pseudogene,
ENSG00000224166,NA,PRYP1,unprocessed_pseudogene,
ENSG00000253586,NA,,sense_intronic,
ENSG00000130772,54797,MED18,protein_coding,mediator complex subunit 18
ENSG00000238085,NA,,processed_pseudogene,
ENSG00000183971,283869,NPW,protein_coding,neuropeptide W
ENSG00000261239,NA,ANKRD26P1,transcribed_unprocessed_pseudogene,
ENSG00000232430,NA,RPL31P15,processed_pseudogene,
ENSG00000170927,5314,PKHD1,protein_coding,polycystic kidney and hepatic disease 1 (autosomal recessive)
ENSG00000154096,7070,THY1,protein_coding,Thy-1 cell surface antigen
ENSG00000260747,NA,,processed_pseudogene,
ENSG00000224633,NA,OR2B4P,unprocessed_pseudogene,
ENSG00000171552,598,BCL2L1,protein_coding,BCL2 like 1
ENSG00000251169,101927934,,lincRNA,uncharacterized LOC101927934
ENSG00000143107,163479,FNDC7,protein_coding,fibronectin type III domain containing 7
ENSG00000125538,3553,IL1B,protein_coding,interleukin 1 beta
ENSG00000249495,NA,,processed_pseudogene,
ENSG00000206488,79969,ATAT1,protein_coding,alpha tubulin acetyltransferase 1
ENSG00000253716,100507316,MINCR,antisense,MYC-induced long noncoding RNA
ENSG00000249481,221409,SPATS1,protein_coding,spermatogenesis associated serine rich 1
ENSG00000143631,2312,FLG,protein_coding,filaggrin
ENSG00000204518,343066,AADACL4,protein_coding,arylacetamide deacetylase like 4
ENSG00000224592,NA,,lincRNA,
ENSG00000228704,NA,,lincRNA,
ENSG00000232028,NA,,lincRNA,
ENSG00000248366,NA,TRAJ51,TR_J_pseudogene,
ENSG00000094914,8086,AAAS,protein_coding,aladin WD repeat nucleoporin
ENSG00000085063,966,CD59,protein_coding,CD59 molecule
ENSG00000223555,NA,USP9YP23,unprocessed_pseudogene,
ENSG00000204702,NA,OR2J1,polymorphic_pseudogene,
ENSG00000234313,10255,HCG9,processed_transcript,HLA complex group 9 (non-protein coding)
ENSG00000221962,NA,TMEM14EP,processed_pseudogene,
ENSG00000137364,7172,TPMT,protein_coding,thiopurine S-methyltransferase
ENSG00000139133,84920,ALG10,protein_coding,ALG10, alpha-1,2-glucosyltransferase
ENSG00000282950,NA,,lincRNA,
ENSG00000227205,NA,PFN1P9,processed_pseudogene,
ENSG00000262454,NA,MIR193BHG,lincRNA,
ENSG00000144468,84236,RHBDD1,protein_coding,rhomboid domain containing 1
ENSG00000225176,NA,ATP5LP4,processed_pseudogene,
ENSG00000259755,NA,,antisense,
ENSG00000075568,23505,TMEM131,protein_coding,transmembrane protein 131
ENSG00000225218,NA,,lincRNA,
ENSG00000278344,NA,,lincRNA,
ENSG00000272836,NA,,antisense,
ENSG00000135469,93058,COQ10A,protein_coding,coenzyme Q10A
ENSG00000247911,NA,HMGN1P12,processed_pseudogene,
ENSG00000259854,NA,,lincRNA,
ENSG00000116774,56944,OLFML3,protein_coding,olfactomedin like 3
ENSG00000135269,26136,TES,protein_coding,testin LIM domain protein
ENSG00000281829,100132464,FAM99B,antisense,family with sequence similarity 99 member B (non-protein coding)
ENSG00000278866,NA,,TEC,
ENSG00000278486,NA,YRDCP1,processed_pseudogene,
ENSG00000204622,NA,HLA-J,transcribed_unprocessed_pseudogene,
ENSG00000242142,NA,SERBP1P3,processed_pseudogene,
ENSG00000235563,NA,,antisense,
ENSG00000262136,NA,,antisense,
ENSG00000196531,4666,NACA,protein_coding,nascent polypeptide-associated complex alpha subunit
ENSG00000273578,NA,KIR2DL2,protein_coding,
ENSG00000174792,152816,C4orf26,protein_coding,chromosome 4 open reading frame 26
ENSG00000257497,NA,,antisense,
ENSG00000225150,NA,OR2G1P,unprocessed_pseudogene,
ENSG00000282535,NA,,lincRNA,
ENSG00000204429,NA,,processed_pseudogene,
ENSG00000225077,NA,LINC00337,lincRNA,
ENSG00000198944,134548,SOWAHA,protein_coding,sosondowah ankyrin repeat domain family member A
ENSG00000121005,83690,CRISPLD1,protein_coding,cysteine rich secretory protein LCCL domain containing 1
ENSG00000170903,84437,MSANTD4,protein_coding,Myb/SANT DNA binding domain containing 4 with coiled-coils
ENSG00000215403,100506241,,antisense,uncharacterized protein FLJ39582-like
ENSG00000273608,80725,SRCIN1,protein_coding,SRC kinase signaling inhibitor 1
ENSG00000232889,NA,,processed_pseudogene,
ENSG00000115649,27013,CNPPD1,protein_coding,cyclin Pas1/PHO80 domain containing 1
ENSG00000258275,NA,OR7K1P,processed_pseudogene,
ENSG00000251023,NA,,sense_intronic,
ENSG00000241754,NA,,lincRNA,
ENSG00000184898,375287,RBM43,protein_coding,RNA binding motif protein 43
ENSG00000213365,NA,,processed_pseudogene,
ENSG00000225714,NA,POLR2LP1,processed_pseudogene,
ENSG00000113552,10007,GNPDA1,protein_coding,glucosamine-6-phosphate deaminase 1
ENSG00000186493,153571,C5orf38,protein_coding,chromosome 5 open reading frame 38
ENSG00000146242,7162,TPBG,protein_coding,trophoblast glycoprotein
ENSG00000236188,100873944,PRKX-AS1,antisense,PRKX antisense RNA 1
ENSG00000130414,4705,NDUFA10,protein_coding,NADH:ubiquinone oxidoreductase subunit A10
ENSG00000224770,56244,BTNL2,protein_coding,butyrophilin like 2
ENSG00000125149,80262,C16orf70,protein_coding,chromosome 16 open reading frame 70
ENSG00000258811,NA,,lincRNA,
ENSG00000263753,339290,LINC00667,lincRNA,long intergenic non-protein coding RNA 667
ENSG00000189152,400581,GRAPL,protein_coding,GRB2-related adaptor protein-like
ENSG00000130816,1786,DNMT1,protein_coding,DNA (cytosine-5-)-methyltransferase 1
ENSG00000186001,84859,LRCH3,protein_coding,leucine-rich repeats and calponin homology (CH) domain containing 3
ENSG00000223387,NA,,lincRNA,
ENSG00000145723,54826,GIN1,protein_coding,gypsy retrotransposon integrase 1
ENSG00000237523,439990,LINC00857,lincRNA,long intergenic non-protein coding RNA 857
ENSG00000226037,105370308,LINC01040,lincRNA,long intergenic non-protein coding RNA 1040
ENSG00000126107,79654,HECTD3,protein_coding,HECT domain E3 ubiquitin protein ligase 3
ENSG00000282924,NA,,unprocessed_pseudogene,
ENSG00000280104,NA,,TEC,
ENSG00000233061,NA,TTLL7-IT1,sense_intronic,
ENSG00000273110,NA,,antisense,
ENSG00000235072,NA,,lincRNA,
ENSG00000224529,NA,,processed_pseudogene,
ENSG00000253322,NA,,lincRNA,
ENSG00000274495,94059,LENG9,protein_coding,leukocyte receptor cluster member 9
ENSG00000279688,NA,AQP7P3,unprocessed_pseudogene,
ENSG00000174408,NA,PPIAP24,processed_pseudogene,
ENSG00000128276,10738,RFPL3,protein_coding,ret finger protein like 3
ENSG00000259891,NA,,antisense,
ENSG00000243988,NA,RPS24P17,processed_pseudogene,
ENSG00000227581,NA,,processed_pseudogene,
ENSG00000182858,79087,ALG12,protein_coding,ALG12, alpha-1,6-mannosyltransferase
ENSG00000237268,NA,,transcribed_unprocessed_pseudogene,
ENSG00000230714,NA,,lincRNA,
ENSG00000237978,NA,KCNMB2-AS1,antisense,
ENSG00000160209,8566,PDXK,protein_coding,pyridoxal (pyridoxine, vitamin B6) kinase
ENSG00000160209,8566,PDXK,protein_coding,uncharacterized protein C21orf124
ENSG00000160209,105372824,PDXK,protein_coding,pyridoxal (pyridoxine, vitamin B6) kinase
ENSG00000160209,105372824,PDXK,protein_coding,uncharacterized protein C21orf124
ENSG00000228506,NA,,antisense,
ENSG00000232100,101929631,,lincRNA,uncharacterized LOC101929631
ENSG00000113391,83989,FAM172A,protein_coding,family with sequence similarity 172 member A
ENSG00000113391,83989,FAM172A,protein_coding,microRNA 2277
ENSG00000113391,100313887,FAM172A,protein_coding,family with sequence similarity 172 member A
ENSG00000113391,100313887,FAM172A,protein_coding,microRNA 2277
ENSG00000228146,197350,CASP16P,transcribed_unprocessed_pseudogene,caspase 16, pseudogene
ENSG00000283118,NA,,antisense,
ENSG00000270619,NA,,processed_pseudogene,
ENSG00000264982,NA,,antisense,
ENSG00000227445,NA,OR10R1P,unprocessed_pseudogene,
ENSG00000232273,NA,FTH1P1,processed_pseudogene,
ENSG00000234108,NA,,processed_pseudogene,
ENSG00000236119,NA,,lincRNA,
ENSG00000224105,29113,C6orf15,protein_coding,chromosome 6 open reading frame 15
ENSG00000238057,100303491,ZEB2-AS1,antisense,ZEB2 antisense RNA 1
ENSG00000260823,NA,,lincRNA,
ENSG00000280259,NA,,TEC,
ENSG00000223731,NA,SUPT20HL1,processed_pseudogene,
ENSG00000127561,9143,SYNGR3,protein_coding,synaptogyrin 3
ENSG00000233393,NA,,lincRNA,
ENSG00000228825,NA,LAMTOR3P1,processed_pseudogene,
ENSG00000224344,NA,KNOP1P3,processed_pseudogene,
ENSG00000230271,NA,,unprocessed_pseudogene,
ENSG00000236937,NA,PTGES3P4,processed_pseudogene,
ENSG00000280280,NA,,TEC,
ENSG00000124391,27189,IL17C,protein_coding,interleukin 17C
ENSG00000225071,NA,,processed_pseudogene,
ENSG00000273372,NA,SFTPD-AS1,antisense,
ENSG00000230839,NA,,lincRNA,
ENSG00000149021,7356,SCGB1A1,protein_coding,secretoglobin family 1A member 1
ENSG00000276408,NA,,lincRNA,
ENSG00000262974,NA,,processed_pseudogene,
ENSG00000280294,NA,,TEC,
ENSG00000197038,NA,RBMY1A3P,unprocessed_pseudogene,
ENSG00000230368,284593,FAM41C,lincRNA,family with sequence similarity 41 member C
ENSG00000275246,727910,TLCD2,protein_coding,TLC domain containing 2
ENSG00000255078,NA,OR4A6P,unprocessed_pseudogene,
ENSG00000235549,NA,EIF1P2,processed_pseudogene,
ENSG00000279872,NA,,TEC,
ENSG00000227473,NA,TSSK5P,unitary_pseudogene,
ENSG00000236538,NA,ZNF863P,processed_pseudogene,
ENSG00000232378,NA,RPL29P28,processed_pseudogene,
ENSG00000248162,NA,,processed_pseudogene,
ENSG00000159228,873,CBR1,protein_coding,carbonyl reductase 1
ENSG00000240919,NA,,processed_pseudogene,
ENSG00000137804,51203,NUSAP1,protein_coding,nucleolar and spindle associated protein 1
ENSG00000205978,57523,NYNRIN,protein_coding,NYN domain and retroviral integrase containing
ENSG00000275445,NA,,antisense,
ENSG00000231159,NA,OFD1P8Y,unprocessed_pseudogene,
ENSG00000250140,NA,,processed_pseudogene,
ENSG00000172590,122704,MRPL52,protein_coding,mitochondrial ribosomal protein L52
ENSG00000196876,6334,SCN8A,protein_coding,sodium voltage-gated channel alpha subunit 8
ENSG00000235924,NA,ZNRF2P3,processed_pseudogene,
ENSG00000228889,100289373,UBAC2-AS1,lincRNA,UBAC2 antisense RNA 1
ENSG00000224269,NA,,antisense,
ENSG00000249645,NA,,lincRNA,
ENSG00000228158,NA,TLE1P1,processed_pseudogene,
ENSG00000277228,NA,,lincRNA,
ENSG00000279322,NA,,TEC,
ENSG00000204362,NA,,lincRNA,
ENSG00000168078,55872,PBK,protein_coding,PDZ binding kinase
ENSG00000254156,NA,MTND6P20,transcribed_processed_pseudogene,
ENSG00000277997,NA,,lincRNA,
ENSG00000232712,101929591,KIZ-AS1,antisense,KIZ antisense RNA 1
ENSG00000267333,NA,ASNSP6,processed_pseudogene,
ENSG00000227708,NA,,lincRNA,
ENSG00000231817,NA,LINC01198,lincRNA,
ENSG00000213672,51517,NCKIPSD,protein_coding,NCK interacting protein with SH3 domain
ENSG00000232987,104355220,LINC01219,lincRNA,long intergenic non-protein coding RNA 1219
ENSG00000132475,3021,H3F3B,protein_coding,H3 histone, family 3B (H3.3B)
ENSG00000132475,3021,H3F3B,protein_coding,microRNA 4738
ENSG00000132475,100616282,H3F3B,protein_coding,H3 histone, family 3B (H3.3B)
ENSG00000132475,100616282,H3F3B,protein_coding,microRNA 4738
ENSG00000273141,NA,,antisense,
ENSG00000180279,284365,,lincRNA,uncharacterized LOC284365
ENSG00000120519,84068,SLC10A7,protein_coding,solute carrier family 10 member 7
ENSG00000237456,NA,,processed_pseudogene,
ENSG00000253327,644660,RAD21-AS1,antisense,RAD21 antisense RNA 1
ENSG00000121406,256051,ZNF549,protein_coding,zinc finger protein 549
ENSG00000255947,NA,,lincRNA,
ENSG00000130726,10155,TRIM28,protein_coding,tripartite motif containing 28
ENSG00000183336,552900,BOLA2,protein_coding,bolA family member 2
ENSG00000049540,2006,ELN,protein_coding,elastin
ENSG00000253167,NA,KIAA0196-AS1,antisense,
ENSG00000273633,148170,CDC42EP5,protein_coding,CDC42 effector protein 5
ENSG00000106829,7091,TLE4,protein_coding,transducin like enhancer of split 4
ENSG00000099814,283638,CEP170B,protein_coding,centrosomal protein 170B
ENSG00000282321,NA,MTND1P7,unprocessed_pseudogene,
ENSG00000225208,NA,,lincRNA,
ENSG00000279573,NA,,TEC,
ENSG00000172819,5916,RARG,protein_coding,retinoic acid receptor gamma
ENSG00000101695,54941,RNF125,protein_coding,ring finger protein 125, E3 ubiquitin protein ligase
ENSG00000184967,79050,NOC4L,protein_coding,nucleolar complex associated 4 homolog
ENSG00000277000,NA,DUSP12P1,unprocessed_pseudogene,
ENSG00000230967,NA,,lincRNA,
ENSG00000115884,6382,SDC1,protein_coding,syndecan 1
ENSG00000130309,79709,COLGALT1,protein_coding,collagen beta(1-O)galactosyltransferase 1
ENSG00000282675,NA,,processed_pseudogene,
ENSG00000108107,6158,RPL28,protein_coding,ribosomal protein L28
ENSG00000108107,6158,RPL28,protein_coding,microRNA 6805
ENSG00000108107,102465483,RPL28,protein_coding,ribosomal protein L28
ENSG00000108107,102465483,RPL28,protein_coding,microRNA 6805
ENSG00000274352,286075,ZNF707,protein_coding,zinc finger protein 707
ENSG00000274352,286075,ZNF707,protein_coding,uncharacterized LOC101928160
ENSG00000274352,101928160,ZNF707,protein_coding,zinc finger protein 707
ENSG00000274352,101928160,ZNF707,protein_coding,uncharacterized LOC101928160
ENSG00000253314,497634,LINC00293,lincRNA,long intergenic non-protein coding RNA 293
ENSG00000120656,6883,TAF12,protein_coding,TATA-box binding protein associated factor 12
ENSG00000281930,100129361,SMIM10L1,lincRNA,small integral membrane protein 10 like 1
ENSG00000197119,123096,SLC25A29,protein_coding,solute carrier family 25 member 29
ENSG00000213309,NA,RPL9P18,processed_pseudogene,
ENSG00000176171,664,BNIP3,protein_coding,BCL2/adenovirus E1B 19kDa interacting protein 3
ENSG00000169241,55974,SLC50A1,protein_coding,solute carrier family 50 member 1
ENSG00000280233,NA,,TEC,
ENSG00000163527,201595,STT3B,protein_coding,STT3B, catalytic subunit of the oligosaccharyltransferase complex
ENSG00000181273,390181,OR5AK2,protein_coding,olfactory receptor family 5 subfamily AK member 2
ENSG00000270170,NA,NCBP2-AS2,protein_coding,
ENSG00000217801,NA,,transcribed_unprocessed_pseudogene,
ENSG00000280943,NA,,lincRNA,
ENSG00000248508,100131089,SRP14-AS1,lincRNA,SRP14 antisense RNA1 (head to head)
ENSG00000197714,10794,ZNF460,protein_coding,zinc finger protein 460
ENSG00000273270,NA,,lincRNA,
ENSG00000261773,NA,,sense_overlapping,
ENSG00000232627,NA,,processed_pseudogene,
ENSG00000160917,10898,CPSF4,protein_coding,cleavage and polyadenylation specific factor 4
ENSG00000203711,NA,C6orf99,lincRNA,
ENSG00000175106,201158,TVP23C,protein_coding,trans-golgi network vesicle protein 23 homolog C (S. cerevisiae)
ENSG00000228748,NA,,antisense,
ENSG00000231268,177,AGER,protein_coding,advanced glycosylation end product-specific receptor
ENSG00000141232,10140,TOB1,protein_coding,transducer of ERBB2, 1
ENSG00000280881,NA,,lincRNA,
ENSG00000275658,3804,KIR2DL3,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
ENSG00000117593,55157,DARS2,protein_coding,aspartyl-tRNA synthetase 2, mitochondrial
ENSG00000281379,NA,SEPT14P19,transcribed_unprocessed_pseudogene,
ENSG00000133317,85329,LGALS12,protein_coding,galectin 12
ENSG00000211659,NA,IGLV3-25,IG_V_gene,
ENSG00000258708,100129794,SLC25A21-AS1,antisense,SLC25A21 antisense RNA 1
ENSG00000185920,5727,PTCH1,protein_coding,patched 1
ENSG00000236420,NA,CHCHD3P1,processed_pseudogene,
ENSG00000106665,7461,CLIP2,protein_coding,CAP-Gly domain containing linker protein 2
ENSG00000270670,NA,,processed_pseudogene,
ENSG00000125257,10257,ABCC4,protein_coding,ATP binding cassette subfamily C member 4
ENSG00000197665,NA,,antisense,
ENSG00000106809,4969,OGN,protein_coding,osteoglycin
ENSG00000101198,128414,NKAIN4,protein_coding,Na+/K+ transporting ATPase interacting 4
ENSG00000236373,101926942,,lincRNA,uncharacterized LOC101926942
ENSG00000198736,51734,MSRB1,protein_coding,methionine sulfoxide reductase B1
ENSG00000255121,NA,,lincRNA,
ENSG00000149091,8525,DGKZ,protein_coding,diacylglycerol kinase zeta
ENSG00000227213,100874231,SPATA13-AS1,antisense,SPATA13 antisense RNA 1
ENSG00000233494,NA,,processed_pseudogene,
ENSG00000261598,NA,,lincRNA,
ENSG00000078898,80341,BPIFB2,protein_coding,BPI fold containing family B member 2
ENSG00000243149,NA,,lincRNA,
ENSG00000228205,NA,,processed_pseudogene,
ENSG00000278207,3802,KIR2DL1,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
ENSG00000278202,NA,,processed_transcript,
ENSG00000260277,NA,,antisense,
ENSG00000264876,NA,,lincRNA,
ENSG00000225377,NA,NRSN2-AS1,antisense,
ENSG00000279474,NA,,TEC,
ENSG00000229980,400604,TOB1-AS1,processed_transcript,TOB1 antisense RNA 1
ENSG00000259115,NA,,lincRNA,
ENSG00000223478,100506100,,antisense,uncharacterized LOC100506100
ENSG00000236747,101927449,LINC01282,lincRNA,long intergenic non-protein coding RNA 1282
ENSG00000282364,NA,,processed_pseudogene,
ENSG00000173281,79660,PPP1R3B,protein_coding,protein phosphatase 1 regulatory subunit 3B
ENSG00000282189,NA,,processed_transcript,
ENSG00000280196,NA,,TEC,
ENSG00000242797,NA,GLYCTK-AS1,processed_transcript,
ENSG00000078902,54472,TOLLIP,protein_coding,toll interacting protein
ENSG00000075035,9671,WSCD2,protein_coding,WSC domain containing 2
ENSG00000262899,NA,,antisense,
ENSG00000249725,NA,,lincRNA,
ENSG00000275582,NA,,antisense,
ENSG00000274767,NA,,antisense,
ENSG00000251066,NA,,processed_pseudogene,
ENSG00000127804,79066,METTL16,protein_coding,methyltransferase like 16
ENSG00000224247,NA,,lincRNA,
ENSG00000250874,NA,,lincRNA,
ENSG00000111276,1027,CDKN1B,protein_coding,cyclin-dependent kinase inhibitor 1B
ENSG00000233716,NA,,processed_pseudogene,
ENSG00000086758,10075,HUWE1,protein_coding,HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
ENSG00000005059,55013,CCDC109B,protein_coding,coiled-coil domain containing 109B
ENSG00000102359,27286,SRPX2,protein_coding,sushi repeat containing protein, X-linked 2
ENSG00000083817,55659,ZNF416,protein_coding,zinc finger protein 416
ENSG00000156374,84108,PCGF6,protein_coding,polycomb group ring finger 6
ENSG00000234170,NA,,lincRNA,
ENSG00000268618,NA,,antisense,
ENSG00000279396,NA,,TEC,
ENSG00000146555,221935,SDK1,protein_coding,sidekick cell adhesion molecule 1
ENSG00000145309,85438,CABS1,protein_coding,calcium binding protein, spermatid associated 1
ENSG00000115484,10575,CCT4,protein_coding,chaperonin containing TCP1 subunit 4
ENSG00000105467,23546,SYNGR4,protein_coding,synaptogyrin 4
ENSG00000079337,10411,RAPGEF3,protein_coding,Rap guanine nucleotide exchange factor 3
ENSG00000175318,196996,GRAMD2,protein_coding,GRAM domain containing 2
ENSG00000102053,340554,ZC3H12B,protein_coding,zinc finger CCCH-type containing 12B
ENSG00000103222,4363,ABCC1,protein_coding,ATP binding cassette subfamily C member 1
ENSG00000229105,100128505,ASTN2-AS1,antisense,ASTN2 antisense RNA 1
ENSG00000258451,NA,,antisense,
ENSG00000136206,285955,SPDYE1,protein_coding,speedy/RINGO cell cycle regulator family member E1
ENSG00000112486,1235,CCR6,protein_coding,C-C motif chemokine receptor 6
ENSG00000233197,NA,TMEM256P1,processed_pseudogene,
ENSG00000229565,105377391,,lincRNA,uncharacterized LOC105377391
ENSG00000279918,NA,,TEC,
ENSG00000213204,NA,,protein_coding,
ENSG00000171163,55657,ZNF692,protein_coding,zinc finger protein 692
ENSG00000253110,NA,,lincRNA,
ENSG00000232510,104533120,TRIM31-AS1,processed_transcript,TRIM31 antisense RNA 1
ENSG00000249921,NA,,processed_pseudogene,
ENSG00000244043,NA,RPS27P27,processed_pseudogene,
ENSG00000261775,NA,,lincRNA,
ENSG00000139433,51228,GLTP,protein_coding,glycolipid transfer protein
ENSG00000264245,NA,,processed_pseudogene,
ENSG00000099812,126353,MISP,protein_coding,mitotic spindle positioning
ENSG00000265163,NA,CDRT8,lincRNA,
ENSG00000247240,440288,UBL7-AS1,antisense,UBL7 antisense RNA 1 (head to head)
ENSG00000253542,442388,SDR16C6P,transcribed_unitary_pseudogene,short chain dehydrogenase/reductase family 16C, member 6, pseudogene
ENSG00000272323,NA,,antisense,
ENSG00000274921,3809,KIR2DS4,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000234920,534,ATP6V1G2,protein_coding,ATPase H+ transporting V1 subunit G2
ENSG00000249774,NA,,processed_pseudogene,
ENSG00000259994,NA,,sense_overlapping,
ENSG00000225155,NA,TOMM22P5,processed_pseudogene,
ENSG00000233110,NA,,antisense,
ENSG00000250804,NA,,unprocessed_pseudogene,
ENSG00000255155,NA,,processed_pseudogene,
ENSG00000213539,NA,YBX1P6,processed_pseudogene,
ENSG00000227044,7932,OR2H2,protein_coding,olfactory receptor family 2 subfamily H member 2
ENSG00000233411,NA,,sense_intronic,
ENSG00000025772,10953,TOMM34,protein_coding,translocase of outer mitochondrial membrane 34
ENSG00000233441,NA,CYP2AB1P,transcribed_unprocessed_pseudogene,
ENSG00000080839,5933,RBL1,protein_coding,RB transcriptional corepressor like 1
ENSG00000273443,NA,,lincRNA,
ENSG00000169344,7369,UMOD,protein_coding,uromodulin
ENSG00000204442,728215,FAM155A,protein_coding,family with sequence similarity 155 member A
ENSG00000266919,100423003,MIR3184,sense_intronic,microRNA 3184
ENSG00000254807,NA,OR10AK1P,unprocessed_pseudogene,
ENSG00000230781,NA,,unitary_pseudogene,
ENSG00000282405,100131395,,antisense,uncharacterized LOC100131395
ENSG00000277781,642475,MROH6,protein_coding,maestro heat like repeat family member 6
ENSG00000232458,101928744,LINC01450,lincRNA,long intergenic non-protein coding RNA 1450
ENSG00000281734,NA,,lincRNA,
ENSG00000174970,282770,OR10AG1,protein_coding,olfactory receptor family 10 subfamily AG member 1
ENSG00000258325,NA,,antisense,
ENSG00000125779,80025,PANK2,protein_coding,pantothenate kinase 2
ENSG00000152670,54514,DDX4,protein_coding,DEAD-box helicase 4
ENSG00000072274,7037,TFRC,protein_coding,transferrin receptor
ENSG00000237003,NA,,processed_pseudogene,
ENSG00000251467,NA,,processed_pseudogene,
ENSG00000282265,NA,,lincRNA,
ENSG00000214880,NA,OR7E5P,unprocessed_pseudogene,
ENSG00000228510,NA,,processed_pseudogene,
ENSG00000269444,NA,,sense_overlapping,
ENSG00000273012,NA,,lincRNA,
ENSG00000227356,100505561,LINC00866,lincRNA,long intergenic non-protein coding RNA 866
ENSG00000237308,NA,,processed_pseudogene,
ENSG00000240889,100134713,NDUFB2-AS1,antisense,NDUFB2 antisense RNA 1
ENSG00000235472,NA,EIF4A1P7,processed_pseudogene,
ENSG00000227270,NA,,unprocessed_pseudogene,
ENSG00000267117,NA,,antisense,
ENSG00000219582,NA,HNRNPA1P58,processed_pseudogene,
ENSG00000235204,NA,,antisense,
ENSG00000237824,NA,RPL23AP33,processed_pseudogene,
ENSG00000261625,NA,,sense_overlapping,
ENSG00000205334,100129995,LINC01460,lincRNA,long intergenic non-protein coding RNA 1460
ENSG00000258510,NA,,processed_pseudogene,
ENSG00000254433,NA,,antisense,
ENSG00000280236,26529,OR12D2,polymorphic_pseudogene,olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)
ENSG00000225406,NA,,processed_pseudogene,
ENSG00000242147,105376382,,lincRNA,uncharacterized LOC105376382
ENSG00000165606,644168,DRGX,protein_coding,dorsal root ganglia homeobox
ENSG00000280137,NA,,TEC,
ENSG00000117507,388714,FMO6P,unitary_pseudogene,flavin containing monooxygenase 6 pseudogene
